afp_name,month,year,found,rentability
SISTEMA,06,2010,D,0.94
CAPITAL,06,2010,E,0.12
CUPRUM,06,2010,E,0.02
HABITAT,06,2010,E,-0.13
PLANVITAL,06,2010,E,-0.02
PROVIDA,06,2010,E,0.1
SISTEMA,06,2010,E,0.01
CAPITAL,07,2010,A,4.29
CUPRUM,07,2010,A,4.51
HABITAT,07,2010,A,4.61
PLANVITAL,07,2010,A,4.96
PROVIDA,07,2010,A,4.69
SISTEMA,07,2010,A,4.54
CAPITAL,07,2010,B,3.59
CUPRUM,07,2010,B,3.57
HABITAT,07,2010,B,3.6
PLANVITAL,07,2010,B,3.94
PROVIDA,07,2010,B,3.64
SISTEMA,07,2010,B,3.61
CAPITAL,07,2010,C,2.63
CUPRUM,07,2010,C,2.89
HABITAT,07,2010,C,2.59
PLANVITAL,07,2010,C,2.88
PROVIDA,07,2010,C,2.68
SISTEMA,07,2010,C,2.69
CAPITAL,07,2010,D,1.91
CUPRUM,07,2010,D,2.12
HABITAT,07,2010,D,1.82
PLANVITAL,07,2010,D,1.87
PROVIDA,07,2010,D,1.93
SISTEMA,07,2010,D,1.93
CAPITAL,07,2010,E,1.0
CUPRUM,07,2010,E,1.12
HABITAT,07,2010,E,1.06
PLANVITAL,07,2010,E,0.84
PROVIDA,07,2010,E,0.94
SISTEMA,07,2010,E,1.03
CAPITAL,08,2010,A,-2.51
CUPRUM,08,2010,A,-2.57
HABITAT,08,2010,A,-2.44
PLANVITAL,08,2010,A,-2.53
PROVIDA,08,2010,A,-2.75
SISTEMA,08,2010,A,-2.57
CAPITAL,08,2010,B,-1.46
CUPRUM,08,2010,B,-1.36
HABITAT,08,2010,B,-1.33
PLANVITAL,08,2010,B,-1.59
PROVIDA,08,2010,B,-1.52
SISTEMA,08,2010,B,-1.42
CAPITAL,08,2010,C,-0.7
CUPRUM,08,2010,C,-0.59
HABITAT,08,2010,C,-0.45
PLANVITAL,08,2010,C,-0.76
PROVIDA,08,2010,C,-0.72
SISTEMA,08,2010,C,-0.63
CAPITAL,08,2010,D,-0.21
CUPRUM,08,2010,D,-0.25
HABITAT,08,2010,D,-0.07
PLANVITAL,08,2010,D,-0.72
PROVIDA,08,2010,D,-0.15
SISTEMA,08,2010,D,-0.19
CAPITAL,08,2010,E,1.19
CUPRUM,08,2010,E,0.98
HABITAT,08,2010,E,1.6
PLANVITAL,08,2010,E,0.58
PROVIDA,08,2010,E,1.0
SISTEMA,08,2010,E,1.2
CAPITAL,09,2010,A,5.76
CUPRUM,09,2010,A,5.53
HABITAT,09,2010,A,5.83
MODELO,09,2010,A,4.86
PLANVITAL,09,2010,A,6.13
PROVIDA,09,2010,A,6.0
SISTEMA,09,2010,A,5.79
CAPITAL,09,2010,B,4.26
CUPRUM,09,2010,B,3.8
HABITAT,09,2010,B,4.22
MODELO,09,2010,B,3.57
PLANVITAL,09,2010,B,4.37
PROVIDA,09,2010,B,4.33
SISTEMA,09,2010,B,4.18
CAPITAL,09,2010,C,2.37
CUPRUM,09,2010,C,2.08
HABITAT,09,2010,C,2.35
MODELO,09,2010,C,1.32
PLANVITAL,09,2010,C,2.5
PROVIDA,09,2010,C,2.39
SISTEMA,09,2010,C,2.32
CAPITAL,09,2010,D,1.06
CUPRUM,09,2010,D,0.65
HABITAT,09,2010,D,0.85
MODELO,09,2010,D,1.41
PLANVITAL,09,2010,D,1.0
PROVIDA,09,2010,D,0.9
SISTEMA,09,2010,D,0.89
CAPITAL,09,2010,E,-1.27
CUPRUM,09,2010,E,-1.42
HABITAT,09,2010,E,-1.36
MODELO,09,2010,E,0.74
PLANVITAL,09,2010,E,-1.12
PROVIDA,09,2010,E,-1.27
SISTEMA,09,2010,E,-1.33
CAPITAL,10,2010,A,3.22
CUPRUM,10,2010,A,3.46
HABITAT,10,2010,A,3.3
MODELO,10,2010,A,3.2
PLANVITAL,10,2010,A,3.3
PROVIDA,10,2010,A,3.55
SISTEMA,10,2010,A,3.39
CAPITAL,10,2010,B,2.5
CUPRUM,10,2010,B,2.7
HABITAT,10,2010,B,2.62
MODELO,10,2010,B,2.51
PLANVITAL,10,2010,B,2.65
PROVIDA,10,2010,B,2.77
SISTEMA,10,2010,B,2.65
CAPITAL,10,2010,C,1.58
CUPRUM,10,2010,C,1.76
HABITAT,10,2010,C,1.56
MODELO,10,2010,C,1.51
PLANVITAL,10,2010,C,1.66
PROVIDA,10,2010,C,1.64
SISTEMA,10,2010,C,1.63
CAPITAL,10,2010,D,1.04
CUPRUM,10,2010,D,0.97
HABITAT,10,2010,D,0.82
MODELO,10,2010,D,1.2
PLANVITAL,10,2010,D,1.13
PROVIDA,10,2010,D,0.8
SISTEMA,10,2010,D,0.9
CAPITAL,10,2010,E,-0.23
CUPRUM,10,2010,E,-0.46
HABITAT,10,2010,E,-0.66
MODELO,10,2010,E,0.92
PLANVITAL,10,2010,E,-0.42
PROVIDA,10,2010,E,-0.66
SISTEMA,10,2010,E,-0.51
CAPITAL,11,2010,A,-1.38
CUPRUM,11,2010,A,-1.23
HABITAT,11,2010,A,-1.24
MODELO,11,2010,A,-1.11
PLANVITAL,11,2010,A,-1.28
PROVIDA,11,2010,A,-1.36
SISTEMA,11,2010,A,-1.3
CAPITAL,11,2010,B,-0.84
CUPRUM,11,2010,B,-0.6
HABITAT,11,2010,B,-0.68
MODELO,11,2010,B,-0.63
PLANVITAL,11,2010,B,-0.88
PROVIDA,11,2010,B,-0.81
SISTEMA,11,2010,B,-0.74
CAPITAL,11,2010,C,-0.33
CUPRUM,11,2010,C,-0.12
HABITAT,11,2010,C,-0.31
MODELO,11,2010,C,0.14
PLANVITAL,11,2010,C,-0.46
PROVIDA,11,2010,C,-0.39
SISTEMA,11,2010,C,-0.31
CAPITAL,11,2010,D,-0.05
CUPRUM,11,2010,D,0.25
HABITAT,11,2010,D,-0.18
MODELO,11,2010,D,0.4
PLANVITAL,11,2010,D,-0.3
PROVIDA,11,2010,D,-0.14
SISTEMA,11,2010,D,-0.07
CAPITAL,11,2010,E,1.0
CUPRUM,11,2010,E,1.34
HABITAT,11,2010,E,1.08
MODELO,11,2010,E,1.9
PLANVITAL,11,2010,E,1.07
PROVIDA,11,2010,E,0.96
SISTEMA,11,2010,E,1.09
CAPITAL,12,2010,A,1.29
CUPRUM,12,2010,A,1.29
HABITAT,12,2010,A,1.5
MODELO,12,2010,A,0.94
PLANVITAL,12,2010,A,1.39
PROVIDA,12,2010,A,1.45
SISTEMA,12,2010,A,1.38
CAPITAL,12,2010,B,0.72
CUPRUM,12,2010,B,0.76
HABITAT,12,2010,B,0.88
MODELO,12,2010,B,0.57
PLANVITAL,12,2010,B,0.84
PROVIDA,12,2010,B,0.86
SISTEMA,12,2010,B,0.81
CAPITAL,12,2010,C,0.33
CUPRUM,12,2010,C,0.32
HABITAT,12,2010,C,0.58
MODELO,12,2010,C,0.18
PLANVITAL,12,2010,C,0.28
PROVIDA,12,2010,C,0.46
SISTEMA,12,2010,C,0.43
CAPITAL,12,2010,D,0.23
CUPRUM,12,2010,D,0.33
HABITAT,12,2010,D,0.5
MODELO,12,2010,D,0.31
PLANVITAL,12,2010,D,0.05
PROVIDA,12,2010,D,0.34
SISTEMA,12,2010,D,0.34
CAPITAL,12,2010,E,0.25
CUPRUM,12,2010,E,0.66
HABITAT,12,2010,E,0.7
MODELO,12,2010,E,0.53
PLANVITAL,12,2010,E,0.19
PROVIDA,12,2010,E,0.46
SISTEMA,12,2010,E,0.52
CAPITAL,01,2011,A,0.07
CUPRUM,01,2011,A,0.36
HABITAT,01,2011,A,-0.29
MODELO,01,2011,A,-0.16
PLANVITAL,01,2011,A,0.18
PROVIDA,01,2011,A,-0.04
SISTEMA,01,2011,A,0.03
CAPITAL,01,2011,B,-0.01
CUPRUM,01,2011,B,0.11
HABITAT,01,2011,B,-0.35
MODELO,01,2011,B,-0.19
PLANVITAL,01,2011,B,0.16
PROVIDA,01,2011,B,-0.2
SISTEMA,01,2011,B,-0.13
CAPITAL,01,2011,C,-0.08
CUPRUM,01,2011,C,-0.14
HABITAT,01,2011,C,-0.5
MODELO,01,2011,C,-0.23
PLANVITAL,01,2011,C,0.02
PROVIDA,01,2011,C,-0.22
SISTEMA,01,2011,C,-0.24
CAPITAL,01,2011,D,0.1
CUPRUM,01,2011,D,-0.01
HABITAT,01,2011,D,-0.53
MODELO,01,2011,D,-0.31
PLANVITAL,01,2011,D,0.39
PROVIDA,01,2011,D,0.03
SISTEMA,01,2011,D,-0.07
CAPITAL,01,2011,E,-1.3
CUPRUM,01,2011,E,-1.45
HABITAT,01,2011,E,-1.96
MODELO,01,2011,E,-0.09
PLANVITAL,01,2011,E,-0.89
PROVIDA,01,2011,E,-1.17
SISTEMA,01,2011,E,-1.48
CAPITAL,02,2011,A,-2.78
CUPRUM,02,2011,A,-2.59
HABITAT,02,2011,A,-2.2
MODELO,02,2011,A,-2.68
PLANVITAL,02,2011,A,-2.83
PROVIDA,02,2011,A,-2.57
SISTEMA,02,2011,A,-2.54
CAPITAL,02,2011,B,-2.28
CUPRUM,02,2011,B,-2.03
HABITAT,02,2011,B,-1.84
MODELO,02,2011,B,-2.24
PLANVITAL,02,2011,B,-2.32
PROVIDA,02,2011,B,-2.09
SISTEMA,02,2011,B,-2.06
CAPITAL,02,2011,C,-1.43
CUPRUM,02,2011,C,-1.28
HABITAT,02,2011,C,-1.16
MODELO,02,2011,C,-1.52
PLANVITAL,02,2011,C,-1.54
PROVIDA,02,2011,C,-1.3
SISTEMA,02,2011,C,-1.3
CAPITAL,02,2011,D,-0.27
CUPRUM,02,2011,D,-0.03
HABITAT,02,2011,D,-0.02
MODELO,02,2011,D,-0.29
PLANVITAL,02,2011,D,-0.52
PROVIDA,02,2011,D,-0.24
SISTEMA,02,2011,D,-0.18
CAPITAL,02,2011,E,1.51
CUPRUM,02,2011,E,1.31
HABITAT,02,2011,E,1.57
MODELO,02,2011,E,0.64
PLANVITAL,02,2011,E,1.06
PROVIDA,02,2011,E,1.26
SISTEMA,02,2011,E,1.41
CAPITAL,03,2011,A,3.82
CUPRUM,03,2011,A,3.69
HABITAT,03,2011,A,4.0
MODELO,03,2011,A,4.06
PLANVITAL,03,2011,A,4.21
PROVIDA,03,2011,A,3.9
SISTEMA,03,2011,A,3.86
CAPITAL,03,2011,B,3.29
CUPRUM,03,2011,B,3.3
HABITAT,03,2011,B,3.35
MODELO,03,2011,B,3.37
PLANVITAL,03,2011,B,3.39
PROVIDA,03,2011,B,3.36
SISTEMA,03,2011,B,3.33
CAPITAL,03,2011,C,2.83
CUPRUM,03,2011,C,2.77
HABITAT,03,2011,C,3.03
MODELO,03,2011,C,2.77
PLANVITAL,03,2011,C,2.94
PROVIDA,03,2011,C,2.83
SISTEMA,03,2011,C,2.87
CAPITAL,03,2011,D,1.88
CUPRUM,03,2011,D,1.91
HABITAT,03,2011,D,2.29
MODELO,03,2011,D,1.72
PLANVITAL,03,2011,D,2.07
PROVIDA,03,2011,D,2.06
SISTEMA,03,2011,D,2.04
CAPITAL,03,2011,E,1.57
CUPRUM,03,2011,E,1.64
HABITAT,03,2011,E,1.92
MODELO,03,2011,E,0.83
PLANVITAL,03,2011,E,1.45
PROVIDA,03,2011,E,1.74
SISTEMA,03,2011,E,1.72
CAPITAL,04,2011,A,0.46
CUPRUM,04,2011,A,0.44
HABITAT,04,2011,A,0.41
MODELO,04,2011,A,0.16
PLANVITAL,04,2011,A,0.61
PROVIDA,04,2011,A,0.35
SISTEMA,04,2011,A,0.42
CAPITAL,04,2011,B,0.54
CUPRUM,04,2011,B,0.5
HABITAT,04,2011,B,0.57
MODELO,04,2011,B,0.36
PLANVITAL,04,2011,B,0.74
PROVIDA,04,2011,B,0.46
SISTEMA,04,2011,B,0.52
CAPITAL,04,2011,C,0.58
CUPRUM,04,2011,C,0.48
HABITAT,04,2011,C,0.65
MODELO,04,2011,C,0.5
PLANVITAL,04,2011,C,0.66
PROVIDA,04,2011,C,0.55
SISTEMA,04,2011,C,0.57
CAPITAL,04,2011,D,0.43
CUPRUM,04,2011,D,0.37
HABITAT,04,2011,D,0.35
MODELO,04,2011,D,0.38
PLANVITAL,04,2011,D,0.22
PROVIDA,04,2011,D,0.35
SISTEMA,04,2011,D,0.37
CAPITAL,04,2011,E,0.47
CUPRUM,04,2011,E,0.43
HABITAT,04,2011,E,0.48
MODELO,04,2011,E,0.4
PLANVITAL,04,2011,E,0.14
PROVIDA,04,2011,E,0.53
SISTEMA,04,2011,E,0.47
CAPITAL,05,2011,A,-1.26
CUPRUM,05,2011,A,-1.32
HABITAT,05,2011,A,-1.24
MODELO,05,2011,A,-1.08
PLANVITAL,05,2011,A,-1.35
PROVIDA,05,2011,A,-1.26
SISTEMA,05,2011,A,-1.27
CAPITAL,05,2011,B,-0.6
CUPRUM,05,2011,B,-0.66
HABITAT,05,2011,B,-0.6
MODELO,05,2011,B,-0.54
PLANVITAL,05,2011,B,-0.67
PROVIDA,05,2011,B,-0.67
SISTEMA,05,2011,B,-0.63
CAPITAL,05,2011,C,-0.2
CUPRUM,05,2011,C,-0.24
HABITAT,05,2011,C,-0.23
MODELO,05,2011,C,-0.18
PLANVITAL,05,2011,C,-0.24
PROVIDA,05,2011,C,-0.2
SISTEMA,05,2011,C,-0.22
CAPITAL,05,2011,D,-0.02
CUPRUM,05,2011,D,-0.06
HABITAT,05,2011,D,-0.07
MODELO,05,2011,D,-0.05
PLANVITAL,05,2011,D,-0.01
PROVIDA,05,2011,D,-0.04
SISTEMA,05,2011,D,-0.05
CAPITAL,05,2011,E,0.1
CUPRUM,05,2011,E,0.14
HABITAT,05,2011,E,0.02
MODELO,05,2011,E,0.12
PLANVITAL,05,2011,E,0.12
PROVIDA,05,2011,E,0.07
SISTEMA,05,2011,E,0.08
CAPITAL,06,2011,A,-1.33
CUPRUM,06,2011,A,-1.4
HABITAT,06,2011,A,-1.28
MODELO,06,2011,A,-0.91
PLANVITAL,06,2011,A,-1.29
PROVIDA,06,2011,A,-1.36
SISTEMA,06,2011,A,-1.34
CAPITAL,06,2011,B,-1.19
CUPRUM,06,2011,B,-1.3
HABITAT,06,2011,B,-1.39
MODELO,06,2011,B,-0.89
PLANVITAL,06,2011,B,-1.18
PROVIDA,06,2011,B,-1.26
SISTEMA,06,2011,B,-1.28
CAPITAL,06,2011,C,-0.82
CUPRUM,06,2011,C,-1.09
HABITAT,06,2011,C,-0.89
MODELO,06,2011,C,-0.18
PLANVITAL,06,2011,C,-0.86
PROVIDA,06,2011,C,-0.88
SISTEMA,06,2011,C,-0.91
CAPITAL,06,2011,D,-0.5
CUPRUM,06,2011,D,-0.91
HABITAT,06,2011,D,-0.59
MODELO,06,2011,D,-0.31
PLANVITAL,06,2011,D,-0.64
PROVIDA,06,2011,D,-0.61
SISTEMA,06,2011,D,-0.63
CAPITAL,06,2011,E,-0.46
CUPRUM,06,2011,E,-2.03
HABITAT,06,2011,E,-0.59
MODELO,06,2011,E,-0.11
PLANVITAL,06,2011,E,-0.64
PROVIDA,06,2011,E,-1.46
SISTEMA,06,2011,E,-1.11
CAPITAL,07,2011,A,-2.23
CUPRUM,07,2011,A,-2.21
HABITAT,07,2011,A,-2.25
MODELO,07,2011,A,-2.6
PLANVITAL,07,2011,A,-2.15
PROVIDA,07,2011,A,-2.23
SISTEMA,07,2011,A,-2.23
CAPITAL,07,2011,B,-1.81
CUPRUM,07,2011,B,-1.89
HABITAT,07,2011,B,-1.83
MODELO,07,2011,B,-2.13
PLANVITAL,07,2011,B,-1.87
PROVIDA,07,2011,B,-1.85
SISTEMA,07,2011,B,-1.85
CAPITAL,07,2011,C,-1.36
CUPRUM,07,2011,C,-1.51
HABITAT,07,2011,C,-1.41
MODELO,07,2011,C,-1.48
PLANVITAL,07,2011,C,-1.76
PROVIDA,07,2011,C,-1.56
SISTEMA,07,2011,C,-1.48
CAPITAL,07,2011,D,-0.72
CUPRUM,07,2011,D,-0.72
HABITAT,07,2011,D,-0.73
MODELO,07,2011,D,-0.75
PLANVITAL,07,2011,D,-0.95
PROVIDA,07,2011,D,-0.82
SISTEMA,07,2011,D,-0.76
CAPITAL,07,2011,E,0.21
CUPRUM,07,2011,E,0.47
HABITAT,07,2011,E,0.36
MODELO,07,2011,E,0.06
PLANVITAL,07,2011,E,0.16
PROVIDA,07,2011,E,0.45
SISTEMA,07,2011,E,0.37
CAPITAL,08,2011,A,-6.48
CUPRUM,08,2011,A,-6.01
HABITAT,08,2011,A,-6.41
MODELO,08,2011,A,-6.23
PLANVITAL,08,2011,A,-6.3
PROVIDA,08,2011,A,-6.42
SISTEMA,08,2011,A,-6.33
CAPITAL,08,2011,B,-4.15
CUPRUM,08,2011,B,-3.7
HABITAT,08,2011,B,-3.92
MODELO,08,2011,B,-4.19
PLANVITAL,08,2011,B,-4.21
PROVIDA,08,2011,B,-4.04
SISTEMA,08,2011,B,-3.96
CAPITAL,08,2011,C,-1.96
CUPRUM,08,2011,C,-1.25
HABITAT,08,2011,C,-1.39
MODELO,08,2011,C,-2.55
PLANVITAL,08,2011,C,-2.04
PROVIDA,08,2011,C,-1.73
SISTEMA,08,2011,C,-1.61
CAPITAL,08,2011,D,-0.09
CUPRUM,08,2011,D,0.14
HABITAT,08,2011,D,0.74
MODELO,08,2011,D,-0.49
PLANVITAL,08,2011,D,-0.15
PROVIDA,08,2011,D,0.3
SISTEMA,08,2011,D,0.26
CAPITAL,08,2011,E,3.31
CUPRUM,08,2011,E,3.12
HABITAT,08,2011,E,3.84
MODELO,08,2011,E,1.74
PLANVITAL,08,2011,E,2.67
PROVIDA,08,2011,E,3.3
SISTEMA,08,2011,E,3.4
CAPITAL,09,2011,A,-4.4
CUPRUM,09,2011,A,-4.63
HABITAT,09,2011,A,-4.5
MODELO,09,2011,A,-3.64
PLANVITAL,09,2011,A,-4.74
PROVIDA,09,2011,A,-4.39
SISTEMA,09,2011,A,-4.49
CAPITAL,09,2011,B,-3.42
CUPRUM,09,2011,B,-3.36
HABITAT,09,2011,B,-3.08
MODELO,09,2011,B,-2.51
PLANVITAL,09,2011,B,-3.3
PROVIDA,09,2011,B,-3.13
SISTEMA,09,2011,B,-3.23
CAPITAL,09,2011,C,-2.19
CUPRUM,09,2011,C,-2.27
HABITAT,09,2011,C,-1.96
MODELO,09,2011,C,-1.43
PLANVITAL,09,2011,C,-1.73
PROVIDA,09,2011,C,-1.87
SISTEMA,09,2011,C,-2.03
CAPITAL,09,2011,D,-1.06
CUPRUM,09,2011,D,-0.82
HABITAT,09,2011,D,-0.67
MODELO,09,2011,D,-0.29
PLANVITAL,09,2011,D,-0.32
PROVIDA,09,2011,D,-0.51
SISTEMA,09,2011,D,-0.72
CAPITAL,09,2011,E,-0.42
CUPRUM,09,2011,E,0.39
HABITAT,09,2011,E,-0.26
MODELO,09,2011,E,0.44
PLANVITAL,09,2011,E,0.14
PROVIDA,09,2011,E,0.07
SISTEMA,09,2011,E,-0.05
CAPITAL,10,2011,A,5.89
CUPRUM,10,2011,A,5.98
HABITAT,10,2011,A,6.15
MODELO,10,2011,A,6.53
PLANVITAL,10,2011,A,6.65
PROVIDA,10,2011,A,5.36
SISTEMA,10,2011,A,5.85
CAPITAL,10,2011,B,3.93
CUPRUM,10,2011,B,3.85
HABITAT,10,2011,B,3.79
MODELO,10,2011,B,4.44
PLANVITAL,10,2011,B,4.21
PROVIDA,10,2011,B,3.25
SISTEMA,10,2011,B,3.69
CAPITAL,10,2011,C,1.65
CUPRUM,10,2011,C,1.66
HABITAT,10,2011,C,1.6
MODELO,10,2011,C,2.18
PLANVITAL,10,2011,C,1.94
PROVIDA,10,2011,C,0.97
SISTEMA,10,2011,C,1.43
CAPITAL,10,2011,D,-0.29
CUPRUM,10,2011,D,0.03
HABITAT,10,2011,D,-0.15
MODELO,10,2011,D,0.42
PLANVITAL,10,2011,D,0.02
PROVIDA,10,2011,D,-0.8
SISTEMA,10,2011,D,-0.36
CAPITAL,10,2011,E,-2.23
CUPRUM,10,2011,E,-1.87
HABITAT,10,2011,E,-1.89
MODELO,10,2011,E,-1.11
PLANVITAL,10,2011,E,-1.76
PROVIDA,10,2011,E,-2.13
SISTEMA,10,2011,E,-2.0
CAPITAL,11,2011,A,-4.02
CUPRUM,11,2011,A,-3.37
HABITAT,11,2011,A,-3.51
MODELO,11,2011,A,-3.64
PLANVITAL,11,2011,A,-4.18
PROVIDA,11,2011,A,-3.78
SISTEMA,11,2011,A,-3.68
CAPITAL,11,2011,B,-2.8
CUPRUM,11,2011,B,-2.22
HABITAT,11,2011,B,-2.34
MODELO,11,2011,B,-2.42
PLANVITAL,11,2011,B,-2.89
PROVIDA,11,2011,B,-2.61
SISTEMA,11,2011,B,-2.5
CAPITAL,11,2011,C,-1.68
CUPRUM,11,2011,C,-1.29
HABITAT,11,2011,C,-1.27
MODELO,11,2011,C,-1.39
PLANVITAL,11,2011,C,-1.55
PROVIDA,11,2011,C,-1.5
SISTEMA,11,2011,C,-1.44
CAPITAL,11,2011,D,-0.58
CUPRUM,11,2011,D,-0.48
HABITAT,11,2011,D,-0.37
MODELO,11,2011,D,-0.45
PLANVITAL,11,2011,D,-0.46
PROVIDA,11,2011,D,-0.42
SISTEMA,11,2011,D,-0.46
CAPITAL,11,2011,E,0.66
CUPRUM,11,2011,E,0.65
HABITAT,11,2011,E,0.67
MODELO,11,2011,E,0.48
PLANVITAL,11,2011,E,0.55
PROVIDA,11,2011,E,0.7
SISTEMA,11,2011,E,0.67
CAPITAL,12,2011,A,0.59
CUPRUM,12,2011,A,0.53
HABITAT,12,2011,A,0.57
MODELO,12,2011,A,1.02
PLANVITAL,12,2011,A,0.81
PROVIDA,12,2011,A,0.83
SISTEMA,12,2011,A,0.64
CAPITAL,12,2011,B,0.61
CUPRUM,12,2011,B,0.52
HABITAT,12,2011,B,0.55
MODELO,12,2011,B,0.89
PLANVITAL,12,2011,B,0.82
PROVIDA,12,2011,B,0.77
SISTEMA,12,2011,B,0.63
CAPITAL,12,2011,C,0.56
CUPRUM,12,2011,C,0.47
HABITAT,12,2011,C,0.53
MODELO,12,2011,C,0.68
PLANVITAL,12,2011,C,0.7
PROVIDA,12,2011,C,0.76
SISTEMA,12,2011,C,0.6
CAPITAL,12,2011,D,0.65
CUPRUM,12,2011,D,0.43
HABITAT,12,2011,D,0.6
MODELO,12,2011,D,0.76
PLANVITAL,12,2011,D,0.62
PROVIDA,12,2011,D,0.76
SISTEMA,12,2011,D,0.64
CAPITAL,12,2011,E,0.89
CUPRUM,12,2011,E,0.68
HABITAT,12,2011,E,0.67
MODELO,12,2011,E,0.72
PLANVITAL,12,2011,E,0.69
PROVIDA,12,2011,E,0.87
SISTEMA,12,2011,E,0.76
CAPITAL,01,2012,A,2.57
CUPRUM,01,2012,A,2.45
HABITAT,01,2012,A,2.64
MODELO,01,2012,A,2.03
PLANVITAL,01,2012,A,3.04
PROVIDA,01,2012,A,2.44
SISTEMA,01,2012,A,2.53
CAPITAL,01,2012,B,1.87
CUPRUM,01,2012,B,1.76
HABITAT,01,2012,B,1.82
MODELO,01,2012,B,1.59
PLANVITAL,01,2012,B,2.2
PROVIDA,01,2012,B,1.77
SISTEMA,01,2012,B,1.81
CAPITAL,01,2012,C,1.44
CUPRUM,01,2012,C,1.35
HABITAT,01,2012,C,1.49
MODELO,01,2012,C,1.34
PLANVITAL,01,2012,C,1.53
PROVIDA,01,2012,C,1.36
SISTEMA,01,2012,C,1.41
CAPITAL,01,2012,D,1.2
CUPRUM,01,2012,D,1.22
HABITAT,01,2012,D,1.25
MODELO,01,2012,D,1.27
PLANVITAL,01,2012,D,1.13
PROVIDA,01,2012,D,1.2
SISTEMA,01,2012,D,1.21
CAPITAL,01,2012,E,1.06
CUPRUM,01,2012,E,1.32
HABITAT,01,2012,E,1.31
MODELO,01,2012,E,1.35
PLANVITAL,01,2012,E,1.13
PROVIDA,01,2012,E,1.25
SISTEMA,01,2012,E,1.24
CAPITAL,02,2012,A,3.76
CUPRUM,02,2012,A,3.66
HABITAT,02,2012,A,3.72
MODELO,02,2012,A,3.83
PLANVITAL,02,2012,A,3.98
PROVIDA,02,2012,A,3.77
SISTEMA,02,2012,A,3.73
CAPITAL,02,2012,B,2.84
CUPRUM,02,2012,B,2.66
HABITAT,02,2012,B,2.76
MODELO,02,2012,B,2.97
PLANVITAL,02,2012,B,2.9
PROVIDA,02,2012,B,2.76
SISTEMA,02,2012,B,2.76
CAPITAL,02,2012,C,1.76
CUPRUM,02,2012,C,1.59
HABITAT,02,2012,C,1.64
MODELO,02,2012,C,2.03
PLANVITAL,02,2012,C,1.79
PROVIDA,02,2012,C,1.66
SISTEMA,02,2012,C,1.67
CAPITAL,02,2012,D,0.59
CUPRUM,02,2012,D,0.4
HABITAT,02,2012,D,0.54
MODELO,02,2012,D,0.69
PLANVITAL,02,2012,D,0.55
PROVIDA,02,2012,D,0.47
SISTEMA,02,2012,D,0.51
CAPITAL,02,2012,E,-0.52
CUPRUM,02,2012,E,-0.8
HABITAT,02,2012,E,-0.58
MODELO,02,2012,E,-0.3
PLANVITAL,02,2012,E,-0.66
PROVIDA,02,2012,E,-0.63
SISTEMA,02,2012,E,-0.64
CAPITAL,03,2012,A,0.19
CUPRUM,03,2012,A,0.25
HABITAT,03,2012,A,0.33
MODELO,03,2012,A,0.12
PLANVITAL,03,2012,A,0.17
PROVIDA,03,2012,A,0.03
SISTEMA,03,2012,A,0.2
CAPITAL,03,2012,B,0.19
CUPRUM,03,2012,B,0.26
HABITAT,03,2012,B,0.3
MODELO,03,2012,B,0.21
PLANVITAL,03,2012,B,0.14
PROVIDA,03,2012,B,0.15
SISTEMA,03,2012,B,0.22
CAPITAL,03,2012,C,0.19
CUPRUM,03,2012,C,0.12
HABITAT,03,2012,C,0.27
MODELO,03,2012,C,0.23
PLANVITAL,03,2012,C,0.16
PROVIDA,03,2012,C,0.1
SISTEMA,03,2012,C,0.17
CAPITAL,03,2012,D,0.02
CUPRUM,03,2012,D,-0.1
HABITAT,03,2012,D,0.06
MODELO,03,2012,D,0.14
PLANVITAL,03,2012,D,0.0
PROVIDA,03,2012,D,-0.11
SISTEMA,03,2012,D,-0.03
CAPITAL,03,2012,E,-0.3
CUPRUM,03,2012,E,-0.62
HABITAT,03,2012,E,-0.39
MODELO,03,2012,E,-0.17
PLANVITAL,03,2012,E,-0.55
PROVIDA,03,2012,E,-0.73
SISTEMA,03,2012,E,-0.51
CAPITAL,04,2012,A,-1.21
CUPRUM,04,2012,A,-1.19
HABITAT,04,2012,A,-1.08
MODELO,04,2012,A,-0.93
PLANVITAL,04,2012,A,-1.06
PROVIDA,04,2012,A,-1.38
SISTEMA,04,2012,A,-1.21
CAPITAL,04,2012,B,-0.68
CUPRUM,04,2012,B,-0.75
HABITAT,04,2012,B,-0.57
MODELO,04,2012,B,-0.65
PLANVITAL,04,2012,B,-0.55
PROVIDA,04,2012,B,-0.83
SISTEMA,04,2012,B,-0.7
CAPITAL,04,2012,C,-0.17
CUPRUM,04,2012,C,-0.25
HABITAT,04,2012,C,-0.2
MODELO,04,2012,C,-0.22
PLANVITAL,04,2012,C,-0.05
PROVIDA,04,2012,C,-0.3
SISTEMA,04,2012,C,-0.23
CAPITAL,04,2012,D,0.0
CUPRUM,04,2012,D,0.06
HABITAT,04,2012,D,0.04
MODELO,04,2012,D,0.09
PLANVITAL,04,2012,D,0.14
PROVIDA,04,2012,D,0.0
SISTEMA,04,2012,D,0.02
CAPITAL,04,2012,E,0.44
CUPRUM,04,2012,E,0.49
HABITAT,04,2012,E,0.55
MODELO,04,2012,E,0.37
PLANVITAL,04,2012,E,0.53
PROVIDA,04,2012,E,0.44
SISTEMA,04,2012,E,0.49
CAPITAL,05,2012,A,-4.46
CUPRUM,05,2012,A,-4.3
